,ID,CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,CLAIM_AMOUNT,VEHICLE_AGE,CLAIM_IND,AREA,STATE_CODE
785,5327880196.0,0,50.0,0,15.0,55.579,259802.0,Yes,Fem,Bachelors,Professional,96,Private,18.11,unknown,4,No,3,228.0,11.0,0,Highly Urban/ Urban,Brandenburg
786,11978700000.0,0,60.0,0,18.0,,229991.0,Yes,Mal,Bachelors,Professional,85,Commercial,33.88,Panel Truck,4,No,3,219.0,11.0,0,Highly Urban/ Urban,Bayern
787,6397772912.0,0,45.0,1,16.0,47.341,423294.0,Yes,Fem,z_High School,Manager,63,Private,20.13,unknown,0,No,2,291.0,8.0,0,Highly Urban/ Urban,Bayern
788,1448402545.0,0,53.0,0,11.0,52.184,683124.0,z_No,Mal,z_High School,Clerical,69,Private,20.5,Van,0,No,4,262.0,3.0,0,Highly Urban/ Urban,Bayern
789,8288427486.0,0,54.0,0,12.0,14.37,400452.0,Yes,Mal,z_High School,Student,72,Private,4.5,Pickup,2,No,4,1.149,12.0,1,Highly Urban/ Urban,Bayern
790,6809741090.0,0,62.0,0,14.0,62.626,516761.0,Yes,Fem,Bachelors,Manager,79,Private,20.91,Pickup,1,No,6,298.0,13.0,0,Highly Urban/ Urban,Bayern
791,3187125105.0,0,46.0,1,14.0,201.488,684598.0,Yes,Mal,PhD,Manager,70,Commercial,5.6,Pickup,1,No,4,3.18,16.0,1,Highly Urban/ Urban,Thueringen
792,3381190452.0,0,51.0,0,15.0,65.206,486677.0,Yes,Mal,Bachelors,Manager,79,Commercial,7.2,Pickup,1,No,1,319.0,15.0,0,Highly Urban/ Urban,Brandenburg
793,4897200009.0,0,48.0,2,12.0,32.517,449582.0,Yes,Mal,<High School,Clerical,74,Private,19.93,Van,2,No,0,200.0,3.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
794,3985118716.0,0,34.0,2,14.0,14.05,660791.0,Yes,Mal,z_High School,Student,50,Commercial,5.85,Pickup,3,Yes,3,4.898,3.0,1,Highly Urban/ Urban,Bayern
795,8990181177.0,0,61.0,0,14.0,83.226,141336.0,z_No,Mal,Masters,Nurse,66,Private,15.03,Minivan,0,No,1,187.0,18.0,0,Highly Urban/ Urban,Bayern
796,579633289.0,0,53.0,1,15.0,93.02,129558.0,z_No,Fem,Bachelors,Professional,69,Private,14.01,unknown,2,No,4,3.253,12.0,1,Highly Urban/ Urban,Bayern
797,1041485506.0,1,60.0,2,,35.661,521383.0,Yes,Fem,Bachelors,Clerical,82,Private,9.21,unknown,0,No,2,393.0,18.0,0,z_Highly Rural/ Rural,Bayern
798,2721634941.0,0,72.0,1,16.0,52.579,614402.0,Yes,Mal,Bachelors,Teacher,97,Commercial,16.94,Van,3,No,0,323.0,13.0,0,Highly Urban/ Urban,Bayern
799,9551608629.0,0,64.0,0,15.0,3.306,105443.0,Yes,Fem,Bachelors,Student,70,Commercial,24.59,Minivan,5,No,0,365.0,9.0,0,Highly Urban/ Urban,Bayern
800,2433861828.0,0,51.0,0,14.0,49.861,581307.0,Yes,Mal,z_High School,Manager,50,Private,5.1,Pickup,5,No,2,309.0,11.0,0,Highly Urban/ Urban,Sachsen-Anhalt
801,2344721626.0,1,43.0,2,18.0,41.302,501556.0,Yes,Fem,Bachelors,Clerical,50,Private,8.23,unknown,0,No,1,353.0,16.0,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
802,5863490652.0,0,27.0,2,16.0,79.73,465954.0,z_No,Fem,Masters,Nurse,87,Private,21.34,Minivan,2,No,2,293.0,14.0,0,z_Highly Rural/ Rural,Bayern
803,1460711844.0,3,49.0,3,12.0,39.172,560697.0,z_No,Mal,Bachelors,Clerical,106,Commercial,22.32,Van,4,No,6,303.0,15.0,0,z_Highly Rural/ Rural,Thueringen
804,7821898360.0,0,41.0,1,13.0,100.655,359229.0,z_No,Fem,Masters,Nurse,60,Private,17.52,unknown,2,No,0,390.0,21.0,0,Highly Urban/ Urban,Thueringen
805,6353336475.0,0,33.0,1,14.0,70.989,292209.0,Yes,Fem,Masters,,97,Private,11.3,unknown,0,No,0,339.0,12.0,0,Highly Urban/ Urban,Bayern
806,2377416666.0,0,36.0,2,16.0,36.467,171949.0,z_No,Fem,z_High School,Clerical,98,Private,8.59,unknown,4,No,8,389.0,,0,z_Highly Rural/ Rural,Bayern
807,5443766639.0,0,51.0,0,15.0,38.281,,z_No,Mal,z_High School,Teacher,68,Commercial,11.75,Pickup,2,No,1,314.0,7.0,0,z_Highly Rural/ Rural,Thueringen
808,887821865.0,0,57.0,0,11.0,43.394,299569.0,Yes,Mal,Bachelors,Teacher,74,Commercial,22.76,Panel Truck,0,No,7,289.0,10.0,0,z_Highly Rural/ Rural,Bayern
809,7168621389.0,0,51.0,0,12.0,108.374,329784.0,z_No,Fem,Masters,Home Maker,95,Commercial,21.22,Pickup,2,No,4,297.0,19.0,0,Highly Urban/ Urban,Bayern
810,6728906760.0,0,66.0,0,18.0,45.669,678128.0,Yes,Fem,PhD,Doctor,76,Private,26.78,Minivan,0,No,1,286.0,20.0,0,Highly Urban/ Urban,Berlin
811,2890664196.0,0,34.0,0,12.0,22.473,443630.0,Yes,Mal,<High School,Clerical,71,Commercial,7.99,Pickup,5,No,1,308.0,6.0,0,Highly Urban/ Urban,Berlin
812,2786918360.0,0,79.0,0,5.0,56.45,223782.0,z_No,Fem,Masters,Nurse,88,Private,12.39,unknown,3,No,6,328.0,21.0,0,Highly Urban/ Urban,Bayern
813,6997252788.0,0,48.0,3,18.0,130.683,,Yes,Fem,Bachelors,Teacher,104,Commercial,32.26,Minivan,2,No,4,214.0,9.0,0,Highly Urban/ Urban,Bayern
814,9343861562.0,0,53.0,0,13.0,70.867,308875.0,Yes,Fem,Bachelors,Teacher,81,Commercial,22.21,unknown,4,No,2,356.0,12.0,0,Highly Urban/ Urban,Thueringen
815,5412847319.0,0,65.0,0,16.0,28.641,681517.0,Yes,Fem,z_High School,Home Maker,69,Private,22.47,unknown,0,Yes,3,6.584,3.0,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
816,3493714614.0,0,41.0,4,14.0,35.182,288627.0,Yes,Mal,Masters,Professional,75,Private,20.17,Van,3,No,4,255.0,,0,Highly Urban/ Urban,Bayern
817,4761730511.0,0,70.0,0,13.0,,447564.0,z_No,Fem,Masters,Nurse,68,Private,32.02,Minivan,4,Yes,2,410.0,24.0,0,Highly Urban/ Urban,Bayern
818,2293180178.0,0,55.0,0,18.0,40.382,538235.0,Yes,Fem,z_High School,Clerical,77,Private,18.15,Minivan,2,No,0,244.0,10.0,0,Highly Urban/ Urban,Bayern
819,1775580111.0,0,60.0,0,6.0,88.279,117780.0,z_No,Mal,Bachelors,Teacher,65,Commercial,9.16,Minivan,0,Yes,4,9.582,11.0,1,Highly Urban/ Urban,Bayern
820,3889834115.0,0,65.0,0,15.0,,319154.0,Yes,Fem,Bachelors,Home Maker,81,Private,1.5,unknown,2,No,5,348.0,10.0,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
821,5927077904.0,0,42.0,0,14.0,32.825,571233.0,z_No,Fem,z_High School,Clerical,91,Private,8.73,Minivan,1,No,7,5.334,3.0,1,Highly Urban/ Urban,Nordrhein-Westfalen
822,1023267221.0,0,54.0,0,13.0,56.381,365140.0,Yes,Fem,z_High School,Clerical,93,Private,11.78,unknown,5,No,0,333.0,3.0,0,Highly Urban/ Urban,Bayern
823,807343584.0,0,40.0,3,18.0,99.215,525505.0,Yes,Fem,Masters,Nurse,60,Private,11.37,unknown,0,No,5,311.0,15.0,0,Highly Urban/ Urban,Bayern
824,1382240744.0,0,41.0,1,14.0,35.696,185954.0,Yes,Mal,z_High School,Clerical,54,Private,15.33,Minivan,0,No,3,334.0,3.0,0,Highly Urban/ Urban,Sachsen-Anhalt
825,3585213983.0,0,56.0,0,15.0,,281991.0,z_No,Mal,<High School,Clerical,84,Commercial,21.96,Van,2,No,0,226.0,3.0,0,z_Highly Rural/ Rural,Hessen
826,5062832774.0,0,68.0,0,15.0,168.221,616053.0,z_No,Mal,Masters,,81,Commercial,24.39,Panel Truck,5,No,2,234.0,20.0,0,Highly Urban/ Urban,Bayern
827,2148231600.0,0,56.0,0,13.0,45.265,642608.0,Yes,Mal,Masters,Professional,66,Private,12.99,Minivan,2,No,10,226.0,15.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
828,6877400525.0,1,19.0,3,18.0,58.485,727074.0,Yes,Mal,<High School,Teacher,61,Private,30.77,Minivan,0,No,0,333.0,8.0,0,Highly Urban/ Urban,Bayern
829,1503057534.0,0,56.0,0,16.0,,403414.0,Yes,Fem,Bachelors,Professional,72,Private,14.88,unknown,0,Yes,1,273.0,8.0,0,Highly Urban/ Urban,Bayern
830,3189362052.0,0,65.0,0,16.0,45.28,608210.0,Yes,Fem,Bachelors,Clerical,93,Commercial,12.16,Pickup,3,No,9,4.842,17.0,1,Highly Urban/ Urban,Sachsen
831,3377639936.0,0,64.0,0,16.0,155.916,94224.0,z_No,Mal,Masters,,84,Commercial,26.91,Panel Truck,2,No,4,309.0,18.0,0,Highly Urban/ Urban,Thueringen
832,4022645922.0,1,43.0,3,20.0,26.406,295659.0,Yes,Mal,z_High School,Clerical,113,Commercial,26.85,Panel Truck,0,No,5,186.0,9.0,0,Highly Urban/ Urban,Bayern
833,8640561927.0,0,65.0,0,,8.012,494676.0,z_No,Fem,z_High School,Student,75,Private,8.05,unknown,3,No,2,2.363,3.0,1,Highly Urban/ Urban,Sachsen-Anhalt
834,869036813.0,0,42.0,2,16.0,127.056,,Yes,Mal,Masters,,67,Commercial,26.98,Panel Truck,2,No,5,349.0,18.0,0,Highly Urban/ Urban,Bayern
835,6426677930.0,0,63.0,2,17.0,74.254,1013749.0,Yes,Fem,Bachelors,Professional,82,Private,5.73,unknown,2,Yes,0,2.72,13.0,1,Highly Urban/ Urban,Hessen
836,1941972045.0,0,58.0,0,16.0,58.496,510614.0,Yes,Fem,z_High School,Professional,119,Private,17.13,Pickup,0,No,0,385.0,8.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
837,3693232879.0,2,46.0,3,12.0,45.346,952882.0,Yes,Fem,z_High School,Clerical,50,Private,10.48,unknown,2,No,4,3.001,3.0,1,Highly Urban/ Urban,Bayern
838,2814595005.0,1,36.0,1,14.0,183.742,712569.0,z_No,Mal,PhD,,81,Commercial,23.88,Panel Truck,2,Yes,9,2.466,16.0,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
839,1638086593.0,0,38.0,1,9.0,56.574,404795.0,Yes,Fem,Bachelors,Professional,73,Private,7.1,unknown,0,No,0,6.355,,1,Highly Urban/ Urban,Bayern
840,2442332007.0,0,65.0,0,15.0,39.72,274222.0,z_No,Fem,Bachelors,Professional,62,Commercial,27.82,Pickup,0,No,1,269.0,14.0,0,z_Highly Rural/ Rural,Bayern
841,2510150976.0,0,67.0,0,16.0,53.515,253227.0,z_No,Mal,Bachelors,Professional,60,Private,14.64,Minivan,2,No,2,379.0,11.0,0,Highly Urban/ Urban,Bayern
842,3292339865.0,1,49.0,1,15.0,33.757,553096.0,Yes,Fem,z_High School,Clerical,74,Private,5.1,unknown,0,No,0,343.0,8.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
843,2905340402.0,0,54.0,4,15.0,95.235,386100.0,z_No,Mal,Masters,,92,Private,10.32,Pickup,0,No,5,4.477,19.0,1,Highly Urban/ Urban,Bayern
844,4611816110.0,0,41.0,4,20.0,23.659,53001.0,z_No,Mal,<High School,Clerical,80,Private,7.47,Pickup,0,No,2,274.0,3.0,0,z_Highly Rural/ Rural,Bayern
845,2521879932.0,0,63.0,0,13.0,145.408,924144.0,z_No,Fem,Masters,Nurse,79,Private,12.13,unknown,2,No,3,321.0,19.0,0,Highly Urban/ Urban,Bayern
846,1932791810.0,0,60.0,1,15.0,29.122,255365.0,Yes,Mal,<High School,Clerical,51,Private,12.68,Minivan,3,Yes,2,284.0,9.0,0,Highly Urban/ Urban,Bayern
847,7268610399.0,0,65.0,0,,40.494,284683.0,Yes,Fem,z_High School,Clerical,99,Private,11.75,unknown,2,No,2,289.0,,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
848,1135736785.0,0,53.0,0,13.0,34.293,289007.0,Yes,Fem,z_High School,Clerical,73,Private,9.43,unknown,2,No,2,292.0,,0,z_Highly Rural/ Rural,Thueringen
849,5801004189.0,0,49.0,2,20.0,66.861,408090.0,Yes,Mal,PhD,Nurse,61,Private,16.57,Van,2,Yes,1,329.0,10.0,0,Highly Urban/ Urban,Bayern
850,1721216311.0,0,74.0,1,3.0,560.0,178067.0,Yes,Fem,<High School,Home Maker,81,Private,9.18,unknown,4,No,8,6.118,3.0,1,Highly Urban/ Urban,Bayern
851,3750043156.0,2,51.0,3,19.0,97.173,614280.0,z_No,Fem,Bachelors,Professional,75,Private,24.01,Minivan,4,No,7,1.706,7.0,1,Highly Urban/ Urban,Bayern
852,6464565646.0,0,38.0,0,16.0,46.755,406597.0,Yes,Fem,Bachelors,Clerical,70,Private,20.53,Minivan,2,No,2,300.0,16.0,0,z_Highly Rural/ Rural,Sachsen
853,1898096120.0,0,37.0,0,3.0,960.0,232539.0,Yes,Fem,Bachelors,Home Maker,64,Private,6.2,unknown,2,Yes,5,306.0,11.0,0,Highly Urban/ Urban,Bayern
854,5777441964.0,0,56.0,0,20.0,,491854.0,Yes,Fem,PhD,Manager,88,Private,6.8,unknown,0,No,2,313.0,18.0,0,Highly Urban/ Urban,Berlin
855,8638095819.0,0,44.0,1,9.0,56.974,387128.0,Yes,Fem,Bachelors,Professional,73,Private,23.37,Pickup,0,Yes,2,310.0,,0,Highly Urban/ Urban,Brandenburg
856,2688215674.0,0,51.0,0,11.0,63.254,707396.0,z_No,Mal,z_High School,Teacher,88,Commercial,18.37,Van,0,No,3,297.0,10.0,0,z_Highly Rural/ Rural,Thueringen
857,6123520546.0,0,49.0,0,17.0,99.784,403951.0,Yes,Mal,Bachelors,Teacher,78,Commercial,13.5,Minivan,0,No,3,357.0,13.0,0,z_Highly Rural/ Rural,Thueringen
858,668646740.0,0,44.0,0,15.0,,234314.0,Yes,Mal,<High School,Clerical,80,Commercial,32.46,Panel Truck,2,No,6,259.0,3.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
859,1640449441.0,0,51.0,0,14.0,28.005,744933.0,Yes,Mal,Bachelors,Clerical,99,Commercial,6.8,Pickup,5,No,4,2.787,9.0,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
860,2634363341.0,0,62.0,0,14.0,76.944,94224.0,z_No,Fem,z_High School,Teacher,87,Commercial,37.31,Sports Car,5,Yes,3,1.247,4.0,1,Highly Urban/ Urban,Bayern
861,3632371303.0,0,67.0,0,18.0,59.191,447679.0,Yes,Mal,Bachelors,Professional,103,Private,1.5,Minivan,0,No,2,400.0,,0,Highly Urban/ Urban,Thueringen
862,4202706867.0,0,49.0,0,15.0,89.705,541894.0,Yes,Fem,z_High School,Teacher,100,Commercial,7.05,unknown,4,No,5,314.0,14.0,0,Highly Urban/ Urban,Thueringen
863,9101749434.0,0,53.0,0,13.0,32.429,553566.0,z_No,Fem,z_High School,Clerical,50,Private,15.14,unknown,3,No,6,305.0,9.0,0,Highly Urban/ Urban,Thueringen
864,8354540016.0,0,64.0,2,17.0,58.417,153114.0,z_No,Fem,Bachelors,Professional,68,Private,19.17,unknown,0,No,4,302.0,9.0,0,Highly Urban/ Urban,Bayern
865,5408607493.0,0,51.0,0,12.0,58.85,100113.0,z_No,Fem,Bachelors,Clerical,64,Commercial,25.28,Pickup,2,Yes,4,3.704,15.0,1,Highly Urban/ Urban,Thueringen
866,7707779379.0,0,42.0,4,19.0,43.539,246153.0,Yes,Fem,z_High School,Teacher,57,Commercial,24.49,Pickup,1,No,2,273.0,9.0,0,Highly Urban/ Urban,Bayern
867,5319987398.0,0,53.0,0,7.0,65.577,488787.0,z_No,Fem,z_High School,Teacher,91,Commercial,12.36,unknown,2,No,2,292.0,3.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
868,2364893146.0,0,52.0,2,17.0,27.737,322159.0,z_No,Mal,z_High School,Clerical,75,Private,8.54,Minivan,3,No,5,4.597,3.0,1,Highly Urban/ Urban,Nordrhein-Westfalen
869,673425505.0,0,58.0,0,12.0,102.823,426638.0,z_No,Mal,Bachelors,Professional,88,Commercial,25.85,Panel Truck,2,No,0,223.0,7.0,0,Highly Urban/ Urban,Bayern
870,2086278872.0,0,28.0,1,10.0,7.822,371007.0,z_No,Fem,Bachelors,Clerical,83,Private,2.19,unknown,3,No,6,2.812,11.0,1,Highly Urban/ Urban,Bayern
871,4758766134.0,0,78.0,0,17.0,111.516,345278.0,Yes,Fem,Masters,Manager,86,Private,14.09,unknown,2,No,2,393.0,16.0,0,Highly Urban/ Urban,Hessen
872,2374595231.0,0,56.0,0,18.0,66.853,531209.0,Yes,Mal,Bachelors,Professional,52,Commercial,27.37,Panel Truck,0,No,2,321.0,9.0,0,Highly Urban/ Urban,Bayern
873,12292100000.0,0,60.0,0,3.0,,94224.0,Yes,Fem,z_High School,Student,67,Private,1.5,Sports Car,2,No,0,3.372,9.0,1,Highly Urban/ Urban,Bayern
874,1252906706.0,0,45.0,0,13.0,8.191,99956.0,Yes,Fem,Masters,Nurse,66,Private,2.22,unknown,1,Yes,4,266.0,14.0,0,Highly Urban/ Urban,Bayern
875,781023901.0,0,47.0,0,18.0,96.597,330838.0,Yes,Mal,z_High School,Teacher,54,Commercial,12.33,Minivan,0,No,3,274.0,3.0,0,Highly Urban/ Urban,Thueringen
876,3630593175.0,0,53.0,0,9.0,74.223,286657.0,Yes,Mal,Bachelors,Professional,59,Commercial,41.31,Panel Truck,3,Yes,7,346.0,7.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
877,733139278.0,0,51.0,0,18.0,87.986,297960.0,Yes,Mal,Bachelors,Teacher,86,Private,8.41,Pickup,0,No,4,357.0,11.0,0,Highly Urban/ Urban,Sachsen-Anhalt
878,4415822288.0,0,78.0,2,15.0,11.718,162865.0,Yes,Fem,Masters,Home Maker,86,Commercial,22.21,Pickup,0,No,4,334.0,14.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
879,1773506181.0,0,56.0,0,15.0,83.559,376896.0,z_No,Fem,Masters,Nurse,61,Private,13.66,Minivan,0,No,4,285.0,28.0,0,Highly Urban/ Urban,Thueringen
880,5131618978.0,0,55.0,1,18.0,59.144,666888.0,Yes,Fem,z_High School,Manager,56,Private,16.01,Minivan,2,No,0,244.0,3.0,0,Highly Urban/ Urban,Bayern
881,3361589349.0,0,56.0,0,14.0,123.894,259116.0,z_No,Fem,Bachelors,Professional,83,Private,28.14,Minivan,2,No,6,290.0,13.0,0,Highly Urban/ Urban,Berlin
882,4918864445.0,0,75.0,0,15.0,211.771,347451.0,z_No,Mal,Masters,,52,Commercial,28.28,Panel Truck,1,No,4,11.249,19.0,1,Highly Urban/ Urban,Bayern
883,1126028862.0,0,67.0,0,15.0,81.617,405146.0,Yes,Mal,Bachelors,Teacher,87,Commercial,14.37,Minivan,4,No,4,263.0,11.0,0,Highly Urban/ Urban,Bayern
884,5621762495.0,0,61.0,0,11.0,76.474,223782.0,z_No,Fem,Bachelors,Professional,96,Private,13.24,unknown,2,No,2,372.0,3.0,0,Highly Urban/ Urban,Bayern
885,8486934357.0,0,63.0,0,13.0,20.278,579491.0,Yes,Fem,<High School,Clerical,68,Private,15.55,Minivan,2,No,2,300.0,3.0,0,Highly Urban/ Urban,Bayern
886,2747860413.0,0,55.0,2,3.0,960.0,274800.0,Yes,Mal,<High School,Student,66,Private,6.88,Pickup,2,No,2,324.0,9.0,0,Highly Urban/ Urban,Bayern
887,2061075104.0,0,77.0,0,17.0,78.688,380142.0,z_No,Fem,Bachelors,Teacher,88,Commercial,14.37,unknown,4,No,4,288.0,11.0,0,Highly Urban/ Urban,Bayern
888,3565084457.0,0,71.0,0,19.0,73.616,253227.0,z_No,Mal,Bachelors,Manager,79,Private,14.11,Minivan,0,No,3,338.0,14.0,0,Highly Urban/ Urban,Bayern
889,4090251321.0,0,52.0,0,14.0,91.173,888639.0,Yes,Mal,PhD,Doctor,66,Private,16.21,Van,2,No,2,210.0,,0,Highly Urban/ Urban,Bayern
890,10582600000.0,0,45.0,0,13.0,94.103,647790.0,z_No,Fem,Masters,Nurse,99,Private,24.43,Minivan,4,No,6,236.0,18.0,0,Highly Urban/ Urban,Bayern
891,10309100000.0,0,64.0,0,15.0,2.95,146700.0,Yes,Mal,Masters,Nurse,59,Private,20.32,Van,0,No,2,252.0,18.0,0,Highly Urban/ Urban,Bayern
892,4060544702.0,0,52.0,1,12.0,18.605,429897.0,Yes,Fem,Bachelors,Student,77,Commercial,4.6,unknown,2,Yes,0,286.0,13.0,0,Highly Urban/ Urban,Hessen
893,1335591092.0,0,71.0,0,16.0,41.02,217893.0,z_No,Fem,Masters,Teacher,99,Commercial,5.55,Sports Car,2,No,3,281.0,18.0,0,z_Highly Rural/ Rural,Bayern
894,1506318029.0,0,69.0,0,15.0,16.502,288561.0,z_No,Fem,<High School,Teacher,59,Private,3.05,unknown,0,No,0,329.0,3.0,0,z_Highly Rural/ Rural,Bayern
895,2909253805.0,0,47.0,0,14.0,95.018,309739.0,Yes,Mal,Masters,Nurse,82,Private,6.2,Minivan,2,No,4,321.0,17.0,0,Highly Urban/ Urban,Brandenburg
896,5683757620.0,0,55.0,0,8.0,26.083,142575.0,Yes,Mal,<High School,Student,97,Private,11.71,Pickup,2,No,1,256.0,3.0,0,z_Highly Rural/ Rural,Bayern
897,3550291823.0,0,38.0,0,,35.026,358403.0,z_No,Fem,z_High School,Clerical,77,Private,17.08,Minivan,2,No,3,382.0,3.0,0,Highly Urban/ Urban,Rheinland-Pfalz
898,9964559224.0,0,77.0,0,17.0,53.374,441035.0,Yes,Mal,z_High School,Teacher,65,Commercial,11.48,Pickup,2,No,0,286.0,13.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
899,136829801.0,2,49.0,3,13.0,117.778,,Yes,Mal,Bachelors,Manager,70,Commercial,17.6,Van,3,Yes,2,4.266,6.0,1,Highly Urban/ Urban,Brandenburg
900,4048429767.0,0,72.0,0,9.0,148.626,1242148.0,Yes,Fem,Masters,Nurse,88,Private,21.53,Minivan,2,No,2,236.0,19.0,0,z_Highly Rural/ Rural,Thueringen
901,5799842518.0,0,51.0,0,13.0,174.639,41223.0,z_No,Fem,PhD,Doctor,72,Private,22.39,Van,2,No,8,373.0,3.0,0,Highly Urban/ Urban,Bayern
902,1571808106.0,0,74.0,0,14.0,92.881,370666.0,Yes,Mal,Masters,Nurse,73,Private,11.66,Minivan,0,No,0,294.0,12.0,0,Highly Urban/ Urban,Bayern
903,7625247779.0,0,46.0,1,3.0,960.0,130583.0,Yes,Fem,<High School,Home Maker,76,Private,5.6,unknown,5,No,2,257.0,3.0,0,Highly Urban/ Urban,Hessen
904,4619872293.0,0,66.0,0,14.0,87.394,566215.0,Yes,Fem,Masters,Manager,81,Private,13.27,Minivan,0,No,0,283.0,16.0,0,Highly Urban/ Urban,Berlin
905,13055800000.0,0,26.0,1,12.0,8.549,318301.0,Yes,Fem,z_High School,Home Maker,93,Private,5.0,Sports Car,2,No,2,239.0,3.0,0,z_Highly Rural/ Rural,Bayern
906,4240694016.0,0,51.0,0,16.0,130.234,469648.0,Yes,Mal,PhD,,109,Commercial,28.93,Panel Truck,2,No,3,355.0,24.0,0,Highly Urban/ Urban,Bayern
907,5773837785.0,2,43.0,3,20.0,30.276,304385.0,Yes,Fem,<High School,Clerical,88,Private,8.3,Sports Car,3,No,6,9.107,9.0,1,Highly Urban/ Urban,Hessen
908,6628407055.0,0,36.0,1,12.0,25.194,70668.0,Yes,Mal,Bachelors,Student,91,Commercial,6.42,Pickup,2,No,3,348.0,17.0,0,z_Highly Rural/ Rural,Thueringen
909,1281557641.0,0,53.0,2,10.0,,784810.0,z_No,Mal,PhD,,88,Commercial,30.47,Panel Truck,5,No,0,412.0,16.0,0,Highly Urban/ Urban,Bayern
910,3627346435.0,0,20.0,3,12.0,24.799,496194.0,Yes,Fem,z_High School,Clerical,83,Private,7.24,Minivan,0,Yes,1,7.842,8.0,1,Highly Urban/ Urban,Nordrhein-Westfalen
911,10043500000.0,0,46.0,0,,1.36,193424.0,Yes,Fem,Bachelors,Home Maker,73,Private,6.5,Sports Car,3,No,4,273.0,12.0,0,Highly Urban/ Urban,Bayern
912,2718394515.0,0,41.0,0,12.0,65.637,111891.0,z_No,Fem,Masters,Nurse,88,Private,11.57,unknown,2,No,7,366.0,25.0,0,Highly Urban/ Urban,Rheinland-Pfalz
913,6467782361.0,1,53.0,3,18.0,75.043,577932.0,Yes,Fem,z_High School,Clerical,88,Private,12.3,unknown,0,No,4,304.0,7.0,0,z_Highly Rural/ Rural,Thueringen
914,1183916966.0,0,58.0,0,12.0,117.812,58890.0,z_No,Mal,Masters,Nurse,73,Private,18.13,Van,4,No,0,304.0,17.0,0,Highly Urban/ Urban,Hessen
915,4733435210.0,1,38.0,2,18.0,106.123,454079.0,Yes,Fem,Masters,Nurse,68,Private,27.52,Pickup,4,Yes,0,4.121,20.0,1,Highly Urban/ Urban,Bayern
916,5867970810.0,0,46.0,0,14.0,68.686,355920.0,Yes,Fem,Bachelors,Professional,97,Private,21.16,Minivan,2,No,2,215.0,8.0,0,Highly Urban/ Urban,Bayern
917,4299513099.0,0,44.0,0,16.0,64.172,543102.0,Yes,Fem,z_High School,Manager,83,Private,13.22,unknown,1,No,0,260.0,3.0,0,Highly Urban/ Urban,Bayern
918,4954812856.0,0,51.0,0,17.0,40.035,335636.0,Yes,Fem,Masters,Nurse,53,Private,26.0,Minivan,0,No,3,323.0,20.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
919,7572132518.0,0,52.0,1,16.0,63.446,255179.0,z_No,Fem,Bachelors,Professional,63,Private,22.26,Minivan,1,No,6,353.0,8.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
920,5203069735.0,1,42.0,3,17.0,34.11,852860.0,Yes,Mal,z_High School,Clerical,68,Commercial,20.99,Van,2,No,4,292.0,3.0,0,z_Highly Rural/ Rural,Bayern
921,3652302442.0,0,53.0,0,3.0,960.0,388674.0,z_No,Fem,z_High School,Home Maker,82,Private,6.5,Sports Car,2,No,0,2.993,3.0,1,Highly Urban/ Urban,Bayern
922,1888617651.0,0,59.0,1,11.0,24.481,447564.0,z_No,Fem,z_High School,Clerical,70,Private,14.07,Sports Car,1,No,4,4.839,3.0,1,Highly Urban/ Urban,Bayern
923,1061339978.0,0,49.0,1,,113.903,342489.0,Yes,Fem,PhD,Nurse,74,Private,16.09,Sports Car,0,No,2,7.257,21.0,1,Highly Urban/ Urban,Bayern
924,10204900000.0,1,65.0,1,13.0,37.325,418119.0,z_No,Mal,z_High School,Clerical,93,Private,20.01,Minivan,0,No,5,6.123,10.0,1,Highly Urban/ Urban,Bayern
925,6684678854.0,2,41.0,2,13.0,36.95,300339.0,z_No,Mal,z_High School,Clerical,79,Private,13.84,Minivan,3,No,5,1.149,3.0,1,z_Highly Rural/ Rural,Bayern
926,3893469033.0,0,57.0,0,15.0,103.151,432071.0,Yes,Mal,Masters,Manager,100,Commercial,19.38,Van,4,No,4,248.0,23.0,0,Highly Urban/ Urban,Bayern
927,1157904428.0,0,75.0,0,14.0,79.513,328149.0,Yes,Mal,Bachelors,Teacher,68,Commercial,17.41,Van,0,No,3,318.0,10.0,0,Highly Urban/ Urban,Bayern
